YEAR,NEWSFROM,HAPPY,RELIG,GRASS,COURTS,ENERGY,EDUC,ENVIR,POLVIEWS,PARTYID,REGION,INCOME,SEX,DEGREE,AGE,MARITAL,BALLOT
2012,The internet,Very happy,Catholic,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,Pacific,$25000 or more,Female,Bachelor,81,Widowed,Ballot c
2012,Not applicable,Pretty happy,Christian,Not applicable,Not harsh enough,Don't know,Not applicable,Not applicable,Conservative,Independent,Pacific,$10000 - 14999,Female,High school,22,Never married,Ballot a
2012,Not applicable,Very happy,None,Not legal,Not harsh enough,About right,Too little,Too little,Extremely liberal,Republican,Pacific,$25000 or more,Female,High school,45,Married,Ballot b
2012,Not applicable,Very happy,Protestant,Not applicable,Not harsh enough,About right,Too little,About right,Slghtly conservative,Republican,Pacific,$25000 or more,Male,High school,61,Married,Ballot a
2012,Family,Pretty happy,Protestant,Legal,About right,Too little,Too little,Too little,Slghtly conservative,Independent,Middle atlantic,$25000 or more,Male,High school,79,Widowed,Ballot c
2012,Tv,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Other,Middle atlantic,$25000 or more,Male,High school,63,Married,Ballot c
2012,Not applicable,Not too happy,None,Legal,Don't know,Too little,Too little,About right,Moderate,Independent,Middle atlantic,$25000 or more,Male,Graduate,60,Married,Ballot b
2012,Tv,Pretty happy,Protestant,Not legal,Not harsh enough,Too much,Too little,Too little,Conservative,Republican,Middle atlantic,$25000 or more,Female,High school,54,Married,Ballot c
2012,Family,Pretty happy,Protestant,Not legal,About right,Too little,Not applicable,Not applicable,Slightly liberal,Republican,Middle atlantic,$25000 or more,Female,High school,56,Married,Ballot b
2012,The internet,Pretty happy,Catholic,Not legal,Not harsh enough,About right,Too little,Too little,Slghtly conservative,Democrat,Middle atlantic,$25000 or more,Male,High school,21,Never married,Ballot c
2012,Newspapers,Pretty happy,None,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,Middle atlantic,$5000 to 5999,Male,Lt high school,67,Separated,Ballot c
2012,Not applicable,Pretty happy,None,Not applicable,About right,Too little,Too little,Too little,Moderate,Democrat,Middle atlantic,$25000 or more,Male,High school,61,Divorced,Ballot a
2012,Not applicable,Very happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,Middle atlantic,$10000 - 14999,Male,High school,51,Never married,Ballot a
2012,Not applicable,Very happy,Christian,Not legal,Not harsh enough,Too much,Too little,Too little,Don't know,Democrat,Middle atlantic,$25000 or more,Female,Lt high school,72,Widowed,Ballot b
2012,Tv,Pretty happy,Catholic,Not legal,Too harsh,Too little,Too little,Too little,Slightly liberal,Democrat,Middle atlantic,$1000 to 2999,Male,Lt high school,63,Divorced,Ballot c
2012,Tv,Very happy,Protestant,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Slghtly conservative,Republican,Middle atlantic,Refused,Male,High school,78,Married,Ballot b
2012,Not applicable,Very happy,Protestant,Not legal,Not harsh enough,Too little,Too little,About right,Moderate,Republican,Middle atlantic,$25000 or more,Female,Bachelor,45,Married,Ballot b
2012,Not applicable,Very happy,Catholic,Not applicable,Not harsh enough,Too little,About right,Too much,Conservative,Republican,Middle atlantic,Refused,Male,High school,48,Married,Ballot a
2012,Radio,Very happy,Protestant,Not legal,Too harsh,Too much,Not applicable,Not applicable,Slghtly conservative,Independent,Middle atlantic,$25000 or more,Male,Bachelor,79,Married,Ballot b
2012,Radio,Pretty happy,Protestant,Legal,Not harsh enough,Too much,About right,Too much,Conservative,Republican,Middle atlantic,Refused,Male,High school,30,Never married,Ballot c
2012,Not applicable,Very happy,Christian,Not applicable,Not harsh enough,Too little,Too little,Too little,Slightly liberal,Democrat,Middle atlantic,$25000 or more,Female,High school,32,Married,Ballot a
2012,Tv,Pretty happy,Catholic,Legal,About right,Too much,Too little,Too little,Moderate,Independent,Middle atlantic,$7000 to 7999,Female,Lt high school,30,Never married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Too much,Too much,Conservative,Independent,Middle atlantic,$25000 or more,Male,Bachelor,44,Married,Ballot a
2012,The internet,Not too happy,Catholic,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,Middle atlantic,$10000 - 14999,Female,Junior college,42,Divorced,Ballot b
2012,Tv,Not too happy,Protestant,Not legal,Not harsh enough,Too little,About right,Too little,Slghtly conservative,Democrat,Middle atlantic,$20000 - 24999,Female,Junior college,64,Divorced,Ballot c
2012,Tv,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,Middle atlantic,$25000 or more,Male,Bachelor,42,Never married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Too harsh,Too little,Too little,Too little,Moderate,Republican,South atlantic,$25000 or more,Female,Bachelor,42,Married,Ballot a
2012,Tv,Pretty happy,Jewish,Legal,About right,Too little,Not applicable,Not applicable,Slightly liberal,Independent,South atlantic,$25000 or more,Male,Bachelor,46,Divorced,Ballot c
2012,Not applicable,Pretty happy,Catholic,Not applicable,Not harsh enough,Too little,About right,Too little,Liberal,Democrat,South atlantic,Lt $1000,Male,High school,26,Never married,Ballot a
2012,Not applicable,Pretty happy,Protestant,Not applicable,Too harsh,About right,Not applicable,Not applicable,Slightly liberal,Independent,South atlantic,Refused,Female,High school,63,Divorced,Ballot a
2012,Not applicable,Pretty happy,Christian,Not legal,Too harsh,Too little,Too little,About right,Slightly liberal,Democrat,South atlantic,$20000 - 24999,Female,Junior college,45,Married,Ballot b
2012,The internet,Not too happy,Christian,Legal,Don't know,Too little,Not applicable,Not applicable,Don't know,Democrat,South atlantic,$25000 or more,Female,Junior college,33,Never married,Ballot c
2012,Tv,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Independent,South atlantic,$25000 or more,Female,High school,27,Married,Ballot b
2012,Newspapers,Very happy,None,Legal,About right,About right,Too little,About right,Moderate,Independent,South atlantic,$25000 or more,Male,Bachelor,50,Married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,Too much,Not applicable,Not applicable,Slghtly conservative,Republican,South atlantic,$25000 or more,Male,Bachelor,68,Divorced,Ballot a
2012,Tv,Very happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Republican,South atlantic,$25000 or more,Female,High school,55,Married,Ballot b
2012,Tv,Pretty happy,Protestant,Not legal,Not harsh enough,Too much,Too little,Too much,Moderate,Democrat,South atlantic,$25000 or more,Female,Lt high school,58,Widowed,Ballot c
2012,Not applicable,Pretty happy,Catholic,Not legal,Not harsh enough,Too much,Too little,Too little,Slightly liberal,Democrat,South atlantic,$25000 or more,Female,High school,19,Never married,Ballot b
2012,Not applicable,Not too happy,Catholic,Not applicable,Not harsh enough,About right,About right,About right,Liberal,Independent,South atlantic,Refused,Male,Lt high school,42,Separated,Ballot a
2012,The internet,Pretty happy,Catholic,Don't know,Not harsh enough,Too little,Too little,Too little,Moderate,Independent,South atlantic,Don't know,Female,High school,38,Married,Ballot c
2012,Not applicable,Very happy,Protestant,Legal,Not harsh enough,Too little,Too little,Too much,Conservative,Independent,South atlantic,$10000 - 14999,Male,High school,63,Divorced,Ballot b
2012,The internet,Pretty happy,Protestant,Don't know,About right,Too little,Not applicable,Not applicable,Slghtly conservative,Independent,South atlantic,$25000 or more,Female,Bachelor,27,Married,Ballot b
2012,Tv,Pretty happy,Protestant,Not legal,About right,Too much,About right,About right,Don't know,Democrat,South atlantic,$20000 - 24999,Female,High school,71,Widowed,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Independent,South atlantic,$25000 or more,Male,High school,38,Married,Ballot a
2012,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Too little,About right,Moderate,Republican,South atlantic,$15000 - 19999,Female,High school,77,Married,Ballot b
2012,The internet,Very happy,Protestant,Legal,Not harsh enough,About right,Not applicable,Not applicable,Moderate,Democrat,South atlantic,$25000 or more,Female,High school,48,Married,Ballot c
2012,Tv,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Independent,South atlantic,$25000 or more,Female,Bachelor,74,Widowed,Ballot b
2012,Radio,Very happy,Protestant,Legal,Not harsh enough,Too much,Too little,Too much,Conservative,Republican,South atlantic,$25000 or more,Female,High school,56,Married,Ballot c
2012,Not applicable,Pretty happy,None,Not legal,Not harsh enough,About right,Too little,Too little,Liberal,Democrat,E. sou. central,$25000 or more,Female,High school,23,Never married,Ballot b
2012,Tv,Not too happy,None,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Don't know,Independent,E. sou. central,$15000 - 19999,Male,Lt high school,51,Never married,Ballot c
2012,Not applicable,Pretty happy,Catholic,Not applicable,Don't know,About right,Too much,Too little,Slghtly conservative,Independent,E. sou. central,$25000 or more,Female,High school,47,Never married,Ballot a
2012,Tv,Not too happy,Protestant,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Independent,E. sou. central,$15000 - 19999,Female,High school,49,Divorced,Ballot b
2012,The internet,Very happy,None,Legal,Not harsh enough,Too little,Too much,About right,Moderate,Independent,E. sou. central,$20000 - 24999,Female,Bachelor,22,Never married,Ballot c
2012,Not applicable,Pretty happy,None,Legal,About right,Too little,Too little,About right,Moderate,Independent,E. sou. central,$25000 or more,Male,Bachelor,36,Divorced,Ballot b
2012,Tv,Pretty happy,Catholic,Legal,Not harsh enough,About right,Not applicable,Not applicable,Moderate,Independent,E. sou. central,Refused,Male,High school,38,Married,Ballot c
2012,Not applicable,Very happy,None,Not applicable,Not harsh enough,Too little,Too little,Too little,Slightly liberal,Independent,E. sou. central,$25000 or more,Male,Lt high school,22,Married,Ballot a
2012,The internet,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Independent,E. sou. central,$6000 to 6999,Male,High school,46,Never married,Ballot b
2012,Not applicable,Very happy,Protestant,Not applicable,Too harsh,Too little,Not applicable,Not applicable,Slightly liberal,Independent,E. nor. central,$10000 - 14999,Male,Lt high school,63,Married,Ballot a
2012,Not applicable,Very happy,None,Not legal,Not harsh enough,About right,About right,About right,Moderate,Republican,E. nor. central,$25000 or more,Male,Lt high school,19,Never married,Ballot b
2012,Not applicable,Very happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Independent,E. nor. central,$25000 or more,Male,High school,52,Never married,Ballot a
2012,Not applicable,Not too happy,None,Not applicable,Too harsh,Too little,Too little,Too little,Extrmly conservative,Independent,E. nor. central,$15000 - 19999,Male,Lt high school,35,Divorced,Ballot a
2012,Tv,Very happy,Protestant,Legal,Not harsh enough,Too little,Too little,Too little,Slghtly conservative,Independent,E. nor. central,$20000 - 24999,Female,High school,64,Married,Ballot c
2012,Not applicable,Pretty happy,Christian,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Republican,E. nor. central,$3000 to 3999,Female,High school,49,Divorced,Ballot a
2012,Tv,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Republican,E. nor. central,$25000 or more,Male,Lt high school,45,Married,Ballot b
2012,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Too little,About right,Moderate,Democrat,E. nor. central,$15000 - 19999,Female,Lt high school,68,Married,Ballot b
2012,Tv,Not too happy,Protestant,Not legal,Not harsh enough,About right,About right,About right,Slghtly conservative,Independent,E. nor. central,$10000 - 14999,Female,High school,45,Never married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Legal,Not harsh enough,About right,About right,Too little,Slghtly conservative,Democrat,E. nor. central,$25000 or more,Female,Graduate,55,Divorced,Ballot b
2012,Not applicable,Pretty happy,None,Not applicable,About right,About right,Too little,About right,Slightly liberal,Democrat,E. nor. central,$8000 to 9999,Male,High school,62,Divorced,Ballot a
2012,Not applicable,Pretty happy,Protestant,Not applicable,No answer,About right,Not applicable,Not applicable,Conservative,Republican,W. sou. central,$25000 or more,Male,Bachelor,31,Married,Ballot a
2012,Not applicable,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Too little,About right,Slghtly conservative,Democrat,W. sou. central,$25000 or more,Male,High school,54,Divorced,Ballot b
2012,Not applicable,Very happy,Christian,Not applicable,About right,About right,About right,Too little,Moderate,Independent,W. sou. central,$15000 - 19999,Female,High school,21,Never married,Ballot a
2012,Tv,Pretty happy,Protestant,Not legal,Not harsh enough,Too much,Too much,Too little,Moderate,Independent,W. sou. central,$1000 to 2999,Male,High school,23,Married,Ballot c
2012,Not applicable,Very happy,Christian,Legal,About right,Too little,Too little,No answer,Slightly liberal,Democrat,W. sou. central,$25000 or more,Female,Bachelor,34,Married,Ballot b
2012,Tv,Not too happy,None,Legal,About right,Too little,Not applicable,Not applicable,Moderate,Democrat,W. sou. central,$10000 - 14999,Male,High school,45,Never married,Ballot b
